"用例编号","所属模块","用例标题","前置条件","步骤","预期","实际情况","优先级","用例类型","适用阶段","B","R","S","结果","由谁创建"
"352","/平台方/账户管理(#52)","在账户查看模块中修改账户余额","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击账户管理模块
2. 点击账户查看子模块
3. 选中第一条账户信息
4. 点击展示列表上方的“修改”按钮
5. 在弹出的订单信息框中修改账户余额为“-1000”
6. 点击“修改”按钮","1. 下拉展示账户管理子功能
2. 右侧展示区展示所有账户信息列表
3. 选中账户信息前方的勾选框变蓝
4. 弹出选中账户信息框
5. 账户余额后方的输入框显示“-1000”
6. 弹出修改失败的提示框","1. 
2. 
3. 
4. 
5. 
6. 修改成功","2","功能测试","系统测试阶段","1","2","6","失败","贾建文",""
"353","/平台方/账户管理(#52)","在账户查看模块中修改账户余额","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击账户管理模块
2. 点击账户查看子模块
3. 选中第一条账户信息
4. 点击展示列表上方的“修改”按钮
5. 在弹出的订单信息框中修改账户余额为“10,000”
6. 点击“修改”按钮","1. 下拉展示账户管理子功能
2. 右侧展示区展示所有账户信息列表
3. 选中账户信息前方的勾选框变蓝
4. 弹出选中账户信息框
5. 账户余额后方的输入框显示“10,000”
6. 弹出修改失败的提示框","1. 
2. 
3. 
4. 
5. 
6.","2","功能测试","系统测试阶段","0","2","6","通过","贾建文",""
"354","/平台方/日志管理(#53)","在日志查看中用用户编号查询","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击日志管理模块
2. 点击日志查看子模块
3. 鼠标漂浮在选择查询下拉框，滑动到“用户编号”选项，点击
4. 在后方的输入框中输入“1”
5. 点击后方的查询提示按钮","1. 下拉展示日志管理子功能
2. 右侧展示区展示所有日志信息列表
3. 选项框显示“用户编号”
4. 输入框显示“1”
5. 展示列表显示用户编号包含“1”的所有日志信息","1. 
2. 
3. 
4. 
5.","2","功能测试","系统测试阶段","0","2","5","通过","贾建文",""
"355","/平台方/日志管理(#53)","在日志查看中用用户编号查询","1.系统部署成功
2.平台方登录成功
3.页面显示正常","1. 点击日志管理模块
2. 点击日志查看子模块
3. 鼠标漂浮在选择查询下拉框，滑动到“用户编号”选项，点击
4. 在后方的输入框中输入“”
5. 点击后方的查询提示按钮","1. 下拉展示日志管理子功能
2. 右侧展示区展示所有日志信息列表
3. 选项框显示“用户编号”
4. 输入框显示“”
5. 展示列表显示所有日志信息","1. 
2. 
3. 
4. 
5. 信息列表展示为空","2","功能测试","系统测试阶段","1","3","5","失败","贾建文",""
"356","/抢租客/我的/修改个人信息(#22)","验证更改信息后是否有修改结果弹窗","位于我的界面","1. 点击更改信息
2. 修改手机号15601588024到15601588025
3. 点击确认
4. 出现更改结果弹窗","1. 点击成功
2. 输入正常
3. 点击成功
4. 出现弹窗","点击成功1. 	点击成功
2. 	点击成功
3. 	点击成功
4. 	未出现弹窗","3","功能测试","
系统测试阶段","1","1","4","失败","石文星",""
"357","/抢租客/历史记录/查看历史订单(#16)","验证历史订单是否可依各栏位排序","位于历史订单界面","1. 点击第一行的各栏位的排序按钮
2. 查看","1. 点击成功
2. 订单顺序改变","无排序按钮1. 无排序按钮
2. 无排序按钮","3","功能测试","
系统测试阶段","1","1","2","失败","石文星",""
"358","/抢租客/我的/账户历史操作(#26)","验证历史操作日期按钮是否正常点击","位于历史操作界面","1. 点击历史操作
2. 点击选择开始日期、结束日期","1. 点击成功
2. 选择成功","1. 
2.","3","功能测试","
系统测试阶段","0","1","2","通过","石文星",""
"359","/抢租客/我的/账户历史操作(#26)","验证日期选择为20212/13/32","位于历史操作界面","1. 点击历史操作
2. 日期选择为20212/13/32","1. 点击成功
2. 无法选择并报错","点击成功1. 	点击成功
2.","3","功能测试","
系统测试阶段","0","1","2","通过","石文星",""
"360","/抢租客/我的/账户历史操作(#26)","验证历史操作依日期搜索","位于历史操作界面","1. 点击历史操作
2. 选择2021/01/01-2021/01/13
3. 点击搜索","1. 点击成功
2. 选择成功
3. 搜索成功","点击成功1. 	点击成功
2. 	点击成功
3. 点击搜索无反应","3","功能测试","
系统测试阶段","1","1","3","失败","石文星",""
"361","/抢租客/我的/账户历史操作(#26)","验证搜索交易下的每页展示数及跳转指定页按钮","位于搜索交易界面","1. 每条显示数输入5
2. 点击go
3. 选择跳转第4页
4. 点击go","1. 输入成功
2. 跳转成功
3. 选择成功
4. 跳转成功","输入成功1. 	输入成功
2. 	跳转失败
3. 	选择成功
4. 	跳转成功","3","功能测试","
系统测试阶段","2","2","4","失败","石文星",""
"362","/抢租客/我的/账户历史操作(#26)","验证搜索交易跳转按钮go","位于搜索交易界面","1. 选择第4页
2. 点击go","1. 选择成功
2. 跳转成功","1. 
2.","3","功能测试","
系统测试阶段","0","1","2","通过","石文星",""
"363","/出租方(#4)","完整地址车位搜索功能验证","业主身份登录成功","1. 进入首页点击搜索地址框清空默认值
2. 输入西安市莲湖区西安钟楼
3. 点击【回车按键】","1. 清空成功
2. 输入成功
3. 定位成功","1. 
2. 
3.","1","功能测试","","0","1","3","通过","刘增杰",""
"364","/出租方(#4)","不完整地址车位搜索功能验证","业主身份登录成功","1. 进入首页点击搜索地址框清空默认值
2. 输入小寨
3. 点击【回车按键】","1. 清空成功
2. 输入成功
3. 定位成功","1. 
2. 
3.","3","功能测试","","0","1","3","通过","刘增杰",""
"365","/出租方(#4)","无服务区区域提示验证","业主身份登录成功","1. 进入首页点击搜索地址框清空默认值
2. 输入西安市未央区三桥-地铁站
3. 点击【回车按键】","1. 清空成功
2. 输入成功
3. 页面提示当前位置无服务","1. 
2. 
3.","4","功能测试","","0","1","3","通过","刘增杰",""
"366","/出租方(#4)","空地址搜索车位验证","业主身份登录成功","1. 进入首页将地图主页面迁移至无服务区域
2. 点击搜索地址框
3. 点击【回车按键】","1. 移动成功
2. 点击成功
3. 定位到当前所在位置","1. 
2. 
3.","3","功能测试","","0","1","3","通过","刘增杰",""
"367","/出租方(#4)","车位详情界面验证","业主身份登录成功
定位地址存在空余车位","1. 主页面选择一显示的【车位地点】点击进入
2. 功能显示齐全无缺失","1. 进入成功
2. （车位号、车位大小、计价方式、价格、操作）","1. 
2.","1","功能测试","","0","1","2","通过","刘增杰",""
"368","/出租方(#4)","去这里功能验证","业主身份登录成功
定位地址存在空余车位","1. 主页面选择一显示的【车位地点】点击进入
2. 在弹出的页面中点击【去这里】","1. 进入成功
2. 页面跳转至百度地图导航页面","1. 
2.","2","功能测试","","0","1","2","通过","刘增杰",""
"369","/出租方(#4)","查看详情功能验证","业主身份登录成功
定位地址存在空余车位","1. 主页面选择一显示的【车位地点】点击进入
2. 在弹出的页面中点击【查看详情】
3. 车位详情&评论显示正常","1. 进入成功
2. 详情页面进入成功
3. 车位信息、评论显示正确无缺失","1. 
2. 
3.","3","功能测试","","0","1","3","通过","刘增杰",""
"370","/出租方(#4)","抢购功能验证","业主身份登录成功
定位地址存在空余车位","1. 主页面选择一显示的【车位地点】点击进入
2. 在弹出的页面中点击【抢购】","1. 进入成功
2. 页面跳转至订单详情","1. 
2.","1","功能测试","","0","1","2","通过","刘增杰",""
"371","/出租方(#4)","抢购功能，停车时常验证下单验证","业主身份登录成功
定位地址存在空余车位","1. 主页面选择一显示的【车位地点】点击进入
2. 在弹出的页面中点击【抢购】
3. 页面跳转到订单详情后修改开始时间为2020/11/20，结束时间为2020/11/21
4. 支付方式选择默认
5. 点击【下单】","1. 进入成功
2. 点击成功
3. 时间修改成功
4. 默认值选择成功
5. 下单成功","1. 
2. 
3. 
4. 
5.","1","功能测试","","0","1","5","通过","刘增杰",""
"372","/出租方(#4)","抢购功能，停车起始时间晚于结束时间验证下单验证","业主身份登录成功
定位地址存在空余车位","1. 主页面选择一显示的【车位地点】点击进入
2. 在弹出的页面中点击【抢购】
3. 页面跳转到订单详情后修改开始时间为2020/11/30，结束时间为2020/11/19
4. 支付方式选择默认
5. 点击【下单】","1. 进入成功
2. 点击成功
3. 时间修改成功
4. 微信选择成功
5. 下单失败，提示开始时间不能万一结束时间","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"373","/出租方(#4)","抢购功能，超长时间停车下单验证","业主身份登录成功
定位地址存在空余车位","1. 主页面选择一显示的【车位地点】点击进入
2. 在弹出的页面中点击【抢购】
3. 页面跳转到订单详情后修改开始时间为2020/11/20，结束时间为2021/11/19
4. 支付方式选择默认
5. 点击【下单】","1. 进入成功
2. 点击成功
3. 时间修改成功
4. 默认支付选择成功
5. 下单成功","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"374","/出租方(#4)","抢购功能，起始时间为空停车下单验证","业主身份登录成功
定位地址存在空余车位","1. 主页面选择一显示的【车位地点】点击进入
2. 在弹出的页面中点击【抢购】
3. 页面跳转到订单详情后将订单开始时间清空，结束时间为2021/11/20
4. 支付方式选择默认
5. 点击【下单】","1. 进入成功
2. 点击成功
3. 时间修改成功
4. 默认支付选择成功
5. 下单失败，提示起始时间不能为空","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"375","/出租方(#4)","抢购功能，结束时间为空停车下单验证","业主身份登录成功
定位地址存在空余车位","1. 选择一显示的【车位地点】点击进入
2. 在弹出的页面中点击【抢购】
3. 页面跳转到订单详情后订单开始时间修改为2020/11/20，结束时间清空
4. 支付方式选择默认
5. 点击【下单】","1. 进入成功
2. 点击成功
3. 时间修改成功
4. 默认支付选择成功
5. 下单失败，提示结束时间不能为空","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"376","/出租方(#4)","金额计算准确性验证","业主身份登录成功
定位地址存在空余车位","1. 选择一显示的【车位地点】点击进入
2. 在弹出的页面中点击【抢购】
3. 页面跳转到订单详情后订单开始时间修改为2020/11/20，结束时间2020/11/22
4. 查看订单应支付金额","1. 进入成功
2. 点击成功
3. 时间修改成功
4. 应支付金额计算正确","1. 
2. 
3. 
4.","4","功能测试","","0","1","4","通过","刘增杰",""
"377","/出租方(#4)","取消按键可用性验证","业主身份登录成功
定位地址存在空余车位","1. 选择一显示的【车位地点】点击进入
2. 在弹出的页面中点击【抢购】
3. 页面跳转到订单详情后订单开始时间修改为2020/11/20，结束时间2020/11/22
4. 查看订单应支付金额
5. 点击【取消】","1. 进入成功
2. 点击成功
3. 时间修改成功
4. 应支付金额计算正确
5. 取消成功页面跳转至车位信息","1. 
2. 
3. 
4. 
5.","4","功能测试","","0","1","5","通过","刘增杰",""
"378","/出租方(#4)","抢购功能，支付方式验证","业主身份登录成功
定位地址存在空余车位","1. 选择一显示的【车位地点】点击进入
2. 在弹出的页面中点击【抢购】
3. 页面跳转到订单详情后修改开始时间为2020/11/20，结束时间为2020/11/21
4. 支付方式选择默认值
5. 点击【下单】","1. 进入成功
2. 点击成功
3. 时间修改成功
4. 支付方式选择默认值成功
5. 下单成功","1. 
2. 
3. 
4. 
5.","2","功能测试","","0","1","5","通过","刘增杰",""
"379","/出租方(#4)","抢购功能，微信支付验证","业主身份登录成功
定位地址存在空余车位","1. 主页面选择一显示的【车位地点】点击进入
2. 在弹出的页面中点击【抢购】
3. 页面跳转到订单详情后修改开始时间为2020/11/20，结束时间为2020/11/21
4. 支付方式选择微信
5. 点击【下单】","1. 进入成功
2. 点击成功
3. 时间修改成功
4. 支付方式选择微信成功
5. 下单成功","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"380","/出租方(#4)","抢购功能，支付宝支付验证","业主身份登录成功
定位地址存在空余车位","1. 主页面选择一显示的【车位地点】点击进入
2. 在弹出的页面中点击【抢购】
3. 页面跳转到订单详情后修改开始时间为2020/11/20，结束时间为2020/11/21
4. 支付方式选择支付宝
5. 点击【下单】","1. 进入成功
2. 点击成功
3. 时间修改成功
4. 支付方式选择支付宝成功
5. 下单成功","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"381","/出租方(#4)","车位导航功能可用","业主身份登录成功
定位地址存在空余车位
GPS定位正常","1. 主页面选择一显示的【车位地点】点击进入
2. 在弹出的页面中点击【去这里】
3. 页面跳转至百度导航页面","1. 进入成功
2. 页面跳转
3. 百度导航进入成功","1. 
2. 
3.","3","功能测试","","0","1","3","通过","刘增杰",""
"382","/出租方(#4)","订单信息验证","业主身份登录成功
定位地址存在空余车位
账户余额充足","1. 主页面选择一显示的【车位地点】点击进入
2. 在弹出的页面中点击【抢购】
3. 页面跳转到订单详情后将订单开始时间2021/11/20，结束时间为2021/11/21
4. 支付方式选择默认
5. 点击【下单】","1. 进入成功
2. 抢购成功
3. 时间修改成功
4. 支付方式选择成功
5. 历史订单中信息与下单时页面信息一致","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"383","/出租方(#4)","历史订单搜索按状态搜索 未完成","业主身份登录成功
同时存在已完成订单和未完成订单","1. 主页面点击【历史订单】
2. 页面跳转至历史订单页面
3. 选择按状态查询
4. 选择未完成
5. 点击【搜索】","1. 进入成功
2. 跳转正常
3. 选择成功
4. 选择成功
5. 页面显示出所有未完成的订单","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"384","/出租方(#4)","历史订单搜索按状态搜索已完成","业主身份登录成功
同时存在已完成订单和未完成订单","1. 主页面点击【历史订单】
2. 页面跳转至历史订单页面
3. 选择按状态查询
4. 选择已完成
5. 点击【搜索】","1. 进入成功
2. 跳转正常
3. 选择成功
4. 选择成功
5. 页面显示出所有已完成的订单","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"385","/出租方(#4)","历史订单搜索按状态搜索  所有","业主身份登录成功
同时存在已完成订单和未完成订单","1. 主页面点击【历史订单】
2. 页面跳转至历史订单页面
3. 选择按状态查询
4. 选择所以
5. 点击【搜索】","1. 进入成功
2. 跳转正常
3. 选择成功
4. 选择成功
5. 页面显示出所有的订单","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"386","/出租方(#4)","历史订单搜索按时间搜索","业主身份登录成功
存在多个不同时间段的订单","1. 主页面点击【历史订单】
2. 页面跳转至历史订单页面
3. 选择按时间查询
4. 时间框内选择时间2020/11/19
5. 选择开始时间
6. 点击搜索","1. 进入成功
2. 跳转正常
3. 选择成功
4. 时间修改成功
5. 选择成功
6. 出现2020/11/19开始的订单","1. 
2. 
3. 
4. 
5. 
6.","3","功能测试","","0","1","6","通过","刘增杰",""
"387","/出租方(#4)","历史订单搜索按时间搜索","业主身份登录成功
存在多个不同时间段的订单","1. 主页面点击【历史订单】
2. 页面跳转至历史订单页面
3. 选择按时间查询
4. 时间框内选择时间2020/11/19
5. 选择结束时间
6. 点击搜索","1. 进入成功
2. 跳转正常
3. 选择成功
4. 时间修改成功
5. 出现2020/11/19结束的订单
6.","1. 
2. 
3. 
4. 
5. 
6.","3","功能测试","","0","1","6","通过","刘增杰",""
"388","/出租方(#4)","历史订单搜索按时间搜索","业主身份登录成功
存在多个不同时间段的订单","1. 主页面点击【历史订单】
2. 页面跳转至历史订单页面
3. 选择按时间查询
4. 时间框内选择时间2020/5/19
5. 不选择状态
6. 点击搜索","1. 页面跳转成功
2. 页面跳转成功
3. 时间选择成功
4. 时间修改成功
5. 操作正常
6. 出现2020/5/19及以后开始的所有订单","1. 
2. 
3. 
4. 
5. 
6.","3","功能测试","","0","1","6","通过","刘增杰",""
"389","/出租方(#4)","评论功能验证","业主身份登录成功
存在历史订单","1. 主页面点击【历史订单】
2. 选择任意历史订单点击【评论】
3. 页面跳转至评论页面","1. 进入成功
2. 页面跳转成功
3. 页面跳转正常","1. 
2. 
3.","3","功能测试","","0","1","3","通过","刘增杰",""
"390","/出租方(#4)","评论次数限制验证","业主身份登录成功
评论功能正常","1. 主页面点击【历史订单】
2. 选择任意历史订单点击【评论】
3. 评论框中输入“测试”
4. 点击【发送】
5. 重复 3 4 步骤，10次","1. 进入成功
2. 页面跳转成功
3. 输入成功
4. 发送成功
5. 提示评论超最大次数","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"391","/出租方(#4)","评论字数限制验证","业主身份登录成功
评论功能正常","1. 主页面点击【历史订单】
2. 选择任意历史订单点击【评论】
3. 评论框中输入任意一段超过500字的评论
4. 点击【发送】","1. 进入成功
2. 页面跳转成功
3. 输入成功
4. 提示评论字数超上限","1. 
2. 
3. 
4.","4","功能测试","","0","1","4","通过","刘增杰",""
"392","/出租方(#4)","评论0字数验证","业主身份登录成功
评论功能正常","1. 主页面点击【历史订单】
2. 选择任意历史订单点击【评论】
3. 评论框中不输入内容直接点击【发送】","1. 进入成功
2. 页面跳转成功
3. 提示请输入评论内容","1. 
2. 
3.","4","功能测试","","0","1","3","通过","刘增杰",""
"393","/出租方(#4)","评论多个空格验证","业主身份登录成功
评论功能正常","1. 主页面点击【历史订单】
2. 选择任意历史订单点击【评论】
3. 评论框中输入“           ”
4. 点击【发送】","1. 进入成功
2. 页面跳转成功
3. 输入成功
4. 提示请输入评论内容","1. 
2. 
3. 
4.","4","功能测试","","0","1","4","通过","刘增杰",""
"394","/出租方(#4)","评分功能验证","业主身份登录成功
评论功能正常","1. 主页面点击【历史订单】
2. 选择任意历史订单点击【评论】
3. 评论框中输入“测试”
4. 评分选择5分
5. 点击【发送】","1. 进入成功
2. 选择成功
3. 选择成功
4. 选择成功
5. 提示评论成功","1. 
2. 
3. 
4. 
5.","4","功能测试","","0","1","5","通过","刘增杰",""
"395","/出租方(#4)","已提交的评论内容修改","业主身份登录成功
评论功能正常","1. 主页面点击【历史订单】
2. 选择任意历史订单点击【评论】
3. 选择任意一个评论
4. 点击内容进行修改
5. 点击【发送】","1. 进入成功
2. 选择成功
3. 选择成功
4. 输入成功
5. 已完成的评论不可修改","1. 
2. 
3. 
4. 
5.","4","功能测试","","0","1","5","通过","刘增杰",""
"396","/出租方(#4)","已提交的评论追评","业主身份登录成功
评论功能正常","1. 主页面点击【历史订单】
2. 选择任意历史订单点击【评论】
3. 选择任意一个评论
4. 点击【追加评论】按钮，输入任意内容
5. 点击【发送】","1. 进入成功
2. 选择成功
3. 选择成功
4. 输入成功
5. 提示评论成功","1. 
2. 
3. 
4. 
5.","4","功能测试","","0","1","5","通过","刘增杰",""
"397","/出租方(#4)","删除订单","","1. 主页面点击【历史订单】
2. 选择任意一个订单
3. 点击【删除订单】","1. 进入成功
2. 选择成功
3. 提示删除成功","1. 
2. 
3.","3","功能测试","","0","1","3","通过","刘增杰",""
"398","/出租方(#4)","删除订单  已完成订单","","1. 主页面点击【历史订单】
2. 选择任意一一个已完成订单
3. 点击【删除订单】","1. 进入成功
2. 选择成功
3. 提示删除成功","1. 
2. 
3.","3","功能测试","","0","1","3","通过","刘增杰",""
"399","/出租方(#4)","删除订单  未完成订单","","1. 主页面点击【历史订单】
2. 选择任意一一个未完成订单
3. 点击【删除订单】","1. 进入成功
2. 选择成功
3. 提示未完成订单删除不可删除","1. 
2. 
3.","3","功能测试","","0","1","3","通过","刘增杰",""
"400","/出租方(#4)","个人中心可用性验证","存在该登录用户","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击","1. 登录成功
2. 页面跳转至个人信息页面","1. 
2.","2","功能测试","","0","1","2","通过","刘增杰",""
"401","/出租方(#4)","个人中心信息展示完整性","存在该登录用户","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 检查个人信息展示完整性","1. 登录成功
2. 页面跳转至个人信息页面
3. 个人信息、账户信息、车辆信息展示完整无缺失","1. 
2. 
3.","3","功能测试","","0","1","3","通过","刘增杰",""
"402","/出租方(#4)","更改信息按钮可用性验证","存在该登录用户","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面","1. 
2. 
3.","3","功能测试","","0","1","3","通过","刘增杰",""
"403","/出租方(#4)","正确格式用户名修改验证","存在该登录用户
更改信息功能可用","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击
4. 修改用户名为“这是测试”
5. 点击【更改提交】","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面
4. 输入成功
5. 提交成功","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"404","/出租方(#4)","超长格式用户名修改验证","存在该登录用户
更改信息功能可用","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击
4. 修改用户名为“这是测试超长用户名的验证内容”
5. 点击【更改提交】","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面
4. 输入成功
5. 提示用户名超过规定长度请重新输入","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"405","/出租方(#4)","含特殊符号用户名修改验证","存在该登录用户
更改信息功能可用","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击
4. 修改用户名为“测试特符号&@”
5. 点击【更改提交】","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面
4. 输入成功
5. 提示用户名中不能含有特殊符号","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"406","/出租方(#4)","含字母用户名修改验证","存在该登录用户
更改信息功能可用","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击
4. 修改用户名为“这是wn测试”
5. 点击【更改提交】","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面
4. 输入成功
5. 提交成功","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"407","/出租方(#4)","含空格用户名修改验证","存在该登录用户
更改信息功能可用","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击
4. 修改用户名为“这是 试”
5. 点击【更改提交】","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面
4. 输入成功
5. 提示用户名不能含有空格","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"408","/出租方(#4)","空用户名修改验证","存在该登录用户
更改信息功能可用","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击
4. 修改用户名为“   ”
5. 点击【更改提交】","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面
4. 输入成功
5. 提示请输入用户名","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"409","/出租方(#4)","正确格式手机号修改验证","存在该登录用户
更改信息功能可用","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击
4. 修改手机号为“15123456789”
5. 点击【更改提交】","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面
4. 输入成功
5. 提示手机号修改成功","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"410","/出租方(#4)","非1开头的手机号验证","存在该登录用户
更改信息功能可用","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击
4. 修改手机号为“25123456789”
5. 点击【更改提交】","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面
4. 输入成功
5. 提示输入正确手机号","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"411","/出租方(#4)","长度为10位的手机号验证","存在该登录用户
更改信息功能可用","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击
4. 修改手机号为“1512345678”
5. 点击【更改提交】","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面
4. 输入成功
5. 提示输入正确手机号","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"412","/出租方(#4)","长度为12位的手机号验证","存在该登录用户
更改信息功能可用","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击
4. 修改手机号为“151234567899”
5. 点击【更改提交】","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面
4. 输入成功
5. 提示输入正确手机号","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"413","/出租方(#4)","含特殊符号的手机号验证","存在该登录用户
更改信息功能可用","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击
4. 修改手机号为“151234567**”
5. 点击【更改提交】","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面
4. 输入成功
5. 提示输入正确手机号","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"414","/出租方(#4)","含字母的手机号验证","存在该登录用户
更改信息功能可用","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击
4. 修改手机号为“151234567xx”
5. 点击【更改提交】","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面
4. 输入成功
5. 提示输入正确手机号","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"415","/出租方(#4)","空昵称修改验证","存在该登录用户
更改信息功能可用","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击
4. 修改昵称为“  ”
5. 点击【更改提交】","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面
4. 输入成功
5. 提示请输入昵称","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"416","/出租方(#4)","超长昵称修改验证","存在该登录用户
更改信息功能可用","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击
4. 修改昵称为“这是测试超长昵称修改的验证内容”
5. 点击【更改提交】","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面
4. 输入成功
5. 提示昵称长度超过规定","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"417","/出租方(#4)","含空格昵称修改验证","存在该登录用户
更改信息功能可用","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击
4. 修改昵称为“这是 测试”
5. 点击【更改提交】","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面
4. 输入成功
5. 提示昵称中不能含有空格","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"418","/出租方(#4)","含字母昵称修改验证","存在该登录用户
更改信息功能可用","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击
4. 修改昵称为“这是X测试”
5. 点击【更改提交】","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面
4. 输入成功
5. 提示昵称修改成功","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
"419","/出租方(#4)","含特殊符号昵称修改验证","存在该登录用户
更改信息功能可用","1. 用户登录停哪儿系统
2. 主界面中选择【我的】点击
3. 选择个人信息中【更改信息】点击
4. 修改昵称为“这是&测试”
5. 点击【更改提交】","1. 登录成功
2. 页面跳转至个人信息页面
3. 页面跳转至用户信息详情页面
4. 输入成功
5. 提示昵称修改成功","1. 
2. 
3. 
4. 
5.","3","功能测试","","0","1","5","通过","刘增杰",""
